doc_id,source_id,source,label,n_words,preview_teks,sty__char_count,sty__word_count,sty__sentence_count,sty__avg_sentence_length,sty__avg_word_length,sty__unique_word_ratio,sty__comma_count,sty__semicolon_count,sty__question_mark_count,sty__exclamation_mark_count,sty__period_count,sty__colon_count,sty__punctuation_ratio,sty__uppercase_ratio,sty__digit_ratio,sty__special_char_count,sty__special_char_ratio,sty__function_word_ratio,perplexity
4831,2423,id_newspapers_2018,1,323,Laser China diduga mengincar pesawat AS di wilayah Pasifik. Situasi ini memicu k,2452.0,323.0,17.0,19.0,6.361702,0.52279633,14.0,0.0,0.0,0.0,17.0,0.0,0.01264274,0.017944535,0.0,37.0,0.015089722,0.27963525,39.07098
4832,2424,id_newspapers_2018,0,222,"Oleh Selamat Ginting* Seperti Isabel Peron, presiden yang digulingkan, kini Arge",1561.0,222.0,22.0,10.090909,5.8340807,0.7040359,11.0,0.0,0.0,1.0,20.0,0.0,0.02049968,0.04228059,0.0128123,39.0,0.024983985,0.12107623,209.70218
4833,2424,id_newspapers_2018,1,300,Kesuksesan Argentina dalam Piala Dunia 1978 menjadi sejarah tersendiri bagi nega,2202.0,300.0,18.0,16.666666,6.2093024,0.6013289,15.0,0.0,1.0,0.0,17.0,0.0,0.014986376,0.014986376,0.007266122,34.0,0.015440509,0.2192691,45.13664
4834,2425,id_newspapers_2018,0,335,Halal bihalal DPC PDI Perjuangan Kota Bogor dan Taruna Merah Putih (TMP) dihadir,2350.0,335.0,31.0,10.806452,5.5244956,0.5850144,46.0,0.0,0.0,0.0,34.0,0.0,0.034042552,0.06170213,0.017872341,99.0,0.04212766,0.13832854,88.96174
4835,2425,id_newspapers_2018,1,399,Partai Demokrasi Indonesia Perjuangan (PDIP) mengoptimalkan diri untuk memenangk,3073.0,399.0,23.0,17.347826,6.4103193,0.5208845,29.0,0.0,0.0,0.0,23.0,0.0,0.016921574,0.044907257,0.0078099575,66.0,0.021477384,0.22113022,40.873333
4836,2426,id_newspapers_2018,0,224,Sebuah universitas di Inggris mengeluarkan permintaan maaf karena menggunakan ku,1704.0,224.0,14.0,16.0,6.2707424,0.6855895,12.0,0.0,0.0,0.0,14.0,0.0,0.015258216,0.03521127,0.004107981,45.0,0.02640845,0.18777293,113.84702
4837,2426,id_newspapers_2018,1,280,Universitas Cambridge di Inggris meminta maaf kepada keluarga korban Holocaust d,2220.0,280.0,16.0,17.5,6.745583,0.56183743,9.0,0.0,0.0,0.0,16.0,0.0,0.011261261,0.01846847,0.0018018018,32.0,0.014414415,0.19787987,43.838863
4838,2427,id_newspapers_2018,1,300,Satu momen unik terjadi pada saat Brasil melawan Swiss dalam pertandingan Piala ,2183.0,300.0,17.0,17.647058,5.9385114,0.56634307,21.0,0.0,0.0,0.0,17.0,0.0,0.017407238,0.02290426,0.0073293634,49.0,0.022446174,0.21359223,33.61731
4839,2428,id_newspapers_2018,0,302,Neymar menangis usai Brasil memastikan kemenangan atas Kosta Rika di laga kedua ,2089.0,302.0,22.0,13.727273,5.626623,0.6363636,14.0,0.0,0.0,0.0,21.0,4.0,0.016754428,0.043082815,0.016754428,55.0,0.026328387,0.14610389,131.71645
4840,2428,id_newspapers_2018,1,283,"Bintang sepak bola asal Brasil, Neymar Jr., baru saja menyatukan kembali keingin",2026.0,283.0,22.0,12.863636,5.982456,0.55438596,13.0,0.0,0.0,0.0,22.0,0.0,0.01727542,0.032576505,0.0069101676,39.0,0.019249754,0.21052632,21.410275
4841,2429,id_newspapers_2018,0,257,Perguruan tinggi Islam di Asia diharapkan bersinergi untuk menjaga kedamaian di ,2046.0,257.0,11.0,23.363636,6.555133,0.634981,21.0,0.0,0.0,0.0,11.0,0.0,0.015640274,0.06793744,0.006353861,66.0,0.032258064,0.15969582,55.54753
4842,2429,id_newspapers_2018,1,352,Perguruan tinggi Islam dari berbagai negara di Asia melakukan kolaborasi dalam u,2699.0,352.0,18.0,19.555555,6.4257703,0.48739496,21.0,0.0,0.0,0.0,18.0,0.0,0.014449797,0.019636903,0.001852538,54.0,0.020007411,0.22689076,19.818903
4843,2430,id_newspapers_2018,0,1070,"Tak pernah terlintas di benak Raphael Narbaez, pria berkebangsaan Amerika Serika",7689.0,1070.0,88.0,12.159091,5.8792624,0.43225807,97.0,1.0,0.0,0.0,88.0,0.0,0.024190402,0.026141241,0.0010404474,241.0,0.03134348,0.19262673,69.865166
4844,2430,id_newspapers_2018,1,342,"Dalam perjalanan hidupnya, setiap orang pasti memiliki sebuah kisah yang mengins",2436.0,342.0,19.0,18.0,5.991254,0.5131195,20.0,0.0,0.0,0.0,19.0,0.0,0.016009852,0.014778325,0.0,40.0,0.01642036,0.24781342,28.795826
4845,2431,id_newspapers_2018,0,302,Arus lalu lintas jalan Tol Cikopo-Palimanan (Cipali) wilayah Kabupaten Subang hi,2125.0,302.0,17.0,17.764706,5.6528664,0.477707,12.0,0.0,0.0,0.0,17.0,0.0,0.013647059,0.05082353,0.01835294,49.0,0.023058824,0.13375796,77.17055
4846,2431,id_newspapers_2018,1,267,Arus balik libur panjang akhir tahun masih terlihat padat di Tol Cikopo-Palimana,1938.0,267.0,15.0,17.8,5.9816175,0.5992647,13.0,0.0,0.0,0.0,15.0,0.0,0.014447885,0.025283799,0.0061919503,45.0,0.023219815,0.17279412,33.933212
4847,2432,id_newspapers_2018,0,292,Performa pasangan calon Gubernur-Wakil Gubernur Sumatera Utara Djarot Saiful Hid,2197.0,292.0,23.0,12.695652,6.116279,0.6079734,19.0,0.0,0.0,0.0,23.0,0.0,0.019116977,0.03413746,0.006372326,65.0,0.0295858,0.2026578,79.31327
4848,2432,id_newspapers_2018,1,361,"Pasangan calon gubernur dan wakil gubernur Sumatera Utara, Djarot Saiful Hidayat",2752.0,361.0,19.0,19.0,6.2473116,0.4516129,26.0,0.0,0.0,0.0,19.0,0.0,0.016351745,0.043241277,0.0058139535,68.0,0.024709303,0.20967741,12.2090645
4849,2433,id_newspapers_2018,0,356,Islam memiliki jejak kuat di Portugal sejak abad kedelapan. Islam berjaya di tan,2497.0,356.0,21.0,16.952381,5.7445054,0.5906593,17.0,0.0,0.0,0.0,21.0,1.0,0.015218262,0.039247096,0.010412495,51.0,0.02042451,0.1978022,41.75984
4850,2433,id_newspapers_2018,1,388,"Portugis adalah negara yang terkenal akan pantai-pantai indahnya, arsitektur ban",2860.0,388.0,22.0,17.636364,6.0426064,0.52380955,24.0,0.0,1.0,0.0,21.0,0.0,0.016083917,0.024125874,0.004895105,62.0,0.021678321,0.24812031,24.858639
4851,2434,id_newspapers_2018,0,231,Skor 0-0 menutup babak pertama laga antara Nigeria dan Islandia. Pertandingan be,1710.0,231.0,15.0,15.4,5.920833,0.67083335,27.0,0.0,0.0,0.0,14.0,4.0,0.02397661,0.060233917,0.00877193,59.0,0.034502923,0.1,185.31903
4852,2434,id_newspapers_2018,1,314,Laga ketat tersaji saat Nigeria berhadapan dengan Islandia pada pertandingan Gru,2238.0,314.0,19.0,16.526316,5.838509,0.55590063,16.0,0.0,0.0,0.0,19.0,0.0,0.015638964,0.024575515,0.008489723,45.0,0.02010724,0.21428572,54.321754
4853,2435,id_newspapers_2018,0,157,Pertandingan babak pertama antara timnas Nigeria dan timnas Islandia pada lanjut,1207.0,157.0,6.0,26.166666,5.353261,0.75,26.0,0.0,0.0,0.0,5.0,5.0,0.025683513,0.07870754,0.048881523,66.0,0.05468103,0.08152174,176.81056
4854,2435,id_newspapers_2018,1,295,Pertandingan antara Nigeria melawan Islandia di ajang Piala Dunia 2018 yang berl,2088.0,295.0,20.0,14.75,5.7623763,0.5346535,18.0,0.0,0.0,0.0,20.0,0.0,0.018199233,0.027777778,0.012931035,48.0,0.022988506,0.25082508,36.100452
4855,2436,id_newspapers_2018,0,33,Sebuah home industry mi instan UD Barokah di Mojokerto digerebek polisi. Industr,231.0,33.0,4.0,8.25,5.939394,0.8181818,0.0,0.0,0.0,0.0,3.0,0.0,0.012987013,0.038961038,0.0,3.0,0.012987013,0.121212125,587.4477
4856,2436,id_newspapers_2018,1,322,Industri mi instan kembali digegerkan dengan kasus peredaran produk yang menggun,2305.0,322.0,16.0,20.125,6.003077,0.5692308,11.0,0.0,0.0,0.0,15.0,0.0,0.011279826,0.02559653,0.006073753,33.0,0.014316703,0.24,27.004295
4857,2437,id_newspapers_2018,0,272,Damkar Tebet selamatkan kucing dari sumur tua. (Facebook Humas JakFire) Jakarta ,1840.0,272.0,26.0,10.461538,5.4763637,0.58181816,20.0,0.0,0.0,0.0,26.0,0.0,0.025,0.0375,0.009239131,63.0,0.034239132,0.18181819,68.49001
4858,2437,id_newspapers_2018,1,317,Dinas Pemadam Kebakaran DKI Jakarta berhasil mengevakuasi seekor kucing yang ter,2274.0,317.0,18.0,17.61111,5.99375,0.503125,13.0,0.0,0.0,0.0,18.0,0.0,0.0136323655,0.022427442,0.0026385225,40.0,0.01759015,0.23125,27.716665
4859,2438,id_newspapers_2018,0,211,Setidaknya 16 pemimpin negara anggota Uni Eropa (UE) telah mengisyaratkan kesiap,1620.0,211.0,10.0,21.1,6.314815,0.6296296,23.0,0.0,0.0,0.0,10.0,0.0,0.02037037,0.037037037,0.0067901234,46.0,0.028395062,0.2175926,34.227985
4860,2438,id_newspapers_2018,1,323,Sebanyak 16 pemimpin negara Uni Eropa siap hadiri KTT krisis migran. Pertemuan i,2261.0,323.0,19.0,17.0,5.7311177,0.39879155,15.0,0.0,0.0,0.0,19.0,0.0,0.015037594,0.030959751,0.0035382574,42.0,0.01857585,0.2839879,14.057812
4861,2439,id_newspapers_2018,0,141,Setelah Ketua Umum Gerindra Prabowo Subianto mengumumkan penggalangan dana perju,1109.0,141.0,9.0,15.666667,6.608392,0.6573427,6.0,0.0,0.0,0.0,9.0,0.0,0.013525699,0.04688909,0.032461677,24.0,0.021641118,0.20979021,242.74721
4862,2439,id_newspapers_2018,1,263,"Masa kampanye Pilpres 2019 sudah usai. Namun, dukungan masyarakat terhadap pasan",2216.0,263.0,19.0,13.842105,6.5868053,0.44791666,13.0,0.0,0.0,0.0,19.0,0.0,0.014440433,0.02436823,0.0036101083,57.0,0.025722021,0.21180555,12.338658
4863,2440,id_newspapers_2018,0,321,Direktur Riset Roda Tiga Konsultan Rikola Fedri menyebut pasangan gubernur Jawa ,2408.0,321.0,15.0,21.4,5.583799,0.47765362,44.0,0.0,0.0,0.0,15.0,3.0,0.02450166,0.06312292,0.02782392,89.0,0.036960132,0.12290503,34.666584
4864,2440,id_newspapers_2018,1,330,Pasangan calon gubernur dan wakil gubernur Jawa Timur nomor urut 2 Khofifah Inda,2396.0,330.0,17.0,19.411764,5.943787,0.5295858,28.0,0.0,0.0,0.0,17.0,0.0,0.018781302,0.038397327,0.007929883,58.0,0.02420701,0.22189349,17.709764
4865,2441,id_newspapers_2018,0,239,Kuliner khas Jakarta menjadi salah satu menu andalan yang disediakan oleh Pempro,1598.0,239.0,15.0,15.933333,5.3170733,0.54471546,28.0,0.0,0.0,0.0,15.0,0.0,0.026908636,0.043804757,0.0018773467,52.0,0.032540675,0.199187,50.682526
4866,2441,id_newspapers_2018,1,357,Indonesia merupakan negara yang sangat kaya akan kebudayaan dan kesenian yang di,2481.0,357.0,20.0,17.85,5.763889,0.5083333,24.0,0.0,0.0,0.0,20.0,0.0,0.017734785,0.03546957,0.0036275694,50.0,0.020153165,0.24166666,21.42307
4867,2442,id_newspapers_2018,0,132,"Calon gubernur no urut 3, Sudrajat menyebut, kebudayaan harus bisa memengaruhi p",1005.0,132.0,10.0,13.2,6.147059,0.63235295,14.0,0.0,0.0,0.0,10.0,0.0,0.023880597,0.02885572,0.017910447,38.0,0.037810944,0.14705883,106.12777
4868,2442,id_newspapers_2018,1,412,"Gubernur Jawa Barat, Mochamad Ridwan Kamil, seringkali menyoroti pentingnya peng",3058.0,412.0,22.0,18.727272,6.251208,0.45652175,33.0,0.0,0.0,0.0,22.0,0.0,0.017985612,0.031066056,0.0019620666,59.0,0.019293657,0.2415459,16.866728
4869,2443,id_newspapers_2018,0,266,"Setelah Tol Gempol-Pasuruan Seksi II diresmikan Presiden Joko Widodo (Jokowi), p",2060.0,266.0,20.0,13.3,5.836735,0.43537414,19.0,0.0,0.0,0.0,20.0,0.0,0.018932039,0.06650485,0.025728155,79.0,0.038349513,0.12244898,36.998463
4870,2443,id_newspapers_2018,1,407,"Presiden RI, Joko Widodo, menargetkan proyek konstruksi jalan tol dari Merak men",3030.0,407.0,22.0,18.5,6.07109,0.49052134,19.0,0.0,0.0,0.0,22.0,0.0,0.013531353,0.025742574,0.005610561,62.0,0.020462045,0.24170616,21.813334
4871,2444,id_newspapers_2018,0,662,"Beberapa tahun terakhir, Johnny Depp dihadapkan dengan berbagai macam cobaan dal",4508.0,662.0,24.0,27.583334,5.566568,0.30325443,32.0,0.0,6.0,1.0,16.0,0.0,0.0122005325,0.098269746,0.0077639753,84.0,0.01863354,0.110946745,21.716825
4872,2444,id_newspapers_2018,1,334,"Aktor Hollywood terkenal, Johnny Depp, kembali menjadi sorotan publik setelah di",2403.0,334.0,18.0,18.555555,6.077844,0.56586826,22.0,0.0,0.0,0.0,18.0,0.0,0.01664586,0.017478153,0.0049937577,40.0,0.01664586,0.2275449,37.724663
4873,2445,id_newspapers_2018,0,283,"Kepolisian Resor Banyumas, Jawa Tengah berupaya mengantisipasi kemungkinan terja",2185.0,283.0,15.0,18.866667,6.418685,0.650519,25.0,0.0,0.0,0.0,15.0,0.0,0.018306635,0.04942792,0.009153318,48.0,0.021967964,0.12802768,48.709568
4874,2445,id_newspapers_2018,1,368,Polisi Resor (Polres) Banyumas mengambil langkah tegas dalam mengantisipasi prak,2665.0,368.0,20.0,18.4,6.045822,0.55525607,14.0,0.0,0.0,0.0,20.0,0.0,0.012757974,0.040150095,0.0052532833,55.0,0.020637898,0.23180594,27.280396
4875,2446,id_newspapers_2018,0,187,Polres Jakarta Selatan bakal memeriksa korban kasus penganiayaan Rony Yuniarto K,1373.0,187.0,10.0,18.7,5.9895835,0.6510417,11.0,0.0,0.0,0.0,10.0,0.0,0.015294975,0.057538237,0.0087399855,37.0,0.026948288,0.13541667,119.002075
4876,2446,id_newspapers_2018,1,305,Satu lagi kasus penganiayaan yang diduga melibatkan anggota DPR mencuat. Seorang,2236.0,305.0,16.0,19.0625,6.1493506,0.51623374,13.0,0.0,0.0,0.0,16.0,0.0,0.012969589,0.030411448,0.0013416816,38.0,0.016994633,0.24350649,18.717571
4877,2447,id_newspapers_2018,0,199,Calon gubernur Jawa Barat nomor urut 2 Tubagus Hasanuddin mengkritik dan mengore,1512.0,199.0,16.0,12.4375,6.2935324,0.68159205,17.0,0.0,0.0,0.0,16.0,0.0,0.021825397,0.031084657,0.005291005,49.0,0.032407407,0.13432837,116.38339
4878,2447,id_newspapers_2018,1,283,Debat publik yang diadakan oleh salah satu lembaga swadaya masyarakat beberapa w,2185.0,283.0,15.0,18.866667,6.212121,0.46801347,19.0,0.0,0.0,0.0,15.0,0.0,0.015560641,0.01784897,0.0018306636,58.0,0.026544623,0.23905724,19.55019
4879,2448,id_newspapers_2018,0,147,Inarno Djayadi terpilih menjadi Direktur Utama PT Bursa Efek Indonesia (BEI) men,1079.0,147.0,7.0,21.0,5.876623,0.72077924,0.0,0.0,0.0,0.0,6.0,8.0,0.0055607045,0.1047266,0.023169601,28.0,0.025949953,0.116883114,44.785477
4880,2448,id_newspapers_2018,1,342,Inarno Djayadi terpilih sebagai Direktur Utama Bursa Efek Indonesia (BEI). Ia di,2509.0,342.0,19.0,18.0,6.236842,0.49707603,12.0,0.0,0.0,0.0,19.0,0.0,0.01235552,0.036667995,0.005579912,35.0,0.013949781,0.23684211,14.203395
4881,2449,id_newspapers_2018,0,500,""" Kuliner Ngawi itu Tahu tepo, coba ke warung Mbok Nem,"" kata rekan asal Ngawi, ",3215.0,500.0,50.0,10.0,5.1482215,0.5019763,32.0,0.0,0.0,0.0,50.0,0.0,0.025505444,0.05660964,0.0074650077,111.0,0.034525663,0.1403162,75.45264
4882,2449,id_newspapers_2018,1,276,Ngawi memang memiliki ragam kuliner yang menggugah selera. Salah satu di antaran,1782.0,276.0,21.0,13.142858,5.291367,0.50359714,14.0,0.0,0.0,1.0,20.0,0.0,0.019640854,0.031425364,0.0,36.0,0.02020202,0.24460432,30.05818
4883,2450,id_newspapers_2018,0,272,"Terduga teroris yang ditembak mati Tim Densus 88 di Flyover Pamanukan, Jalan Ray",1810.0,272.0,17.0,16.0,5.32971,0.6268116,27.0,0.0,0.0,0.0,17.0,0.0,0.024309393,0.037016574,0.0154696135,68.0,0.03756906,0.1557971,83.349754
4884,2450,id_newspapers_2018,1,313,Kepolisian Daerah Jawa Barat berhasil menangkap seorang laki-laki yang diduga se,2285.0,313.0,20.0,15.65,6.072785,0.5316456,22.0,0.0,0.0,0.0,20.0,0.0,0.018380744,0.015317286,0.0013129102,54.0,0.023632385,0.221519,29.356045
4885,2451,id_newspapers_2018,0,381,"Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Wiranto",2840.0,381.0,22.0,17.318182,6.074359,0.5794872,32.0,0.0,1.0,0.0,21.0,0.0,0.019014085,0.037323944,0.0028169013,91.0,0.032042254,0.13846155,45.93656
4886,2451,id_newspapers_2018,1,313,Setelah Mahkamah Agung menolak banding yang diajukan oleh kelompok terdakwa yang,2419.0,313.0,16.0,19.5625,6.580952,0.552381,14.0,0.0,0.0,0.0,16.0,0.0,0.012401819,0.020669699,0.0033071516,34.0,0.014055395,0.24126984,28.717611
4887,2452,id_newspapers_2018,0,459,Rapat Dewan Gubernur (RDG) Bulanan Bank Indonesia pada 27-28 Juni 2018 akan memb,3241.0,459.0,24.0,19.125,5.7595744,0.48723406,21.0,0.0,0.0,0.0,24.0,0.0,0.013884604,0.03671706,0.0049367477,76.0,0.023449553,0.20638297,88.91272
4888,2452,id_newspapers_2018,1,347,"Bank Indonesia (BI) mengadakan rapat Dewan Gubernur (RDG) pada hari ini, Rabu (1",2637.0,347.0,22.0,15.772727,6.3276834,0.46892655,18.0,0.0,0.0,0.0,22.0,0.0,0.0151687525,0.019719377,0.0045506256,51.0,0.01934016,0.22316384,23.333342
4889,2453,id_newspapers_2018,0,217,Sebanyak 43 orang dilaporkan diculik dari sebuah kamp konstruksi jalan saat terj,1679.0,217.0,11.0,19.727272,6.399103,0.67264575,11.0,0.0,0.0,0.0,11.0,0.0,0.013103037,0.017272186,0.010720667,36.0,0.021441335,0.17937219,51.075493
4890,2453,id_newspapers_2018,1,286,"Kelompok Taliban kembali meresahkan masyarakat Afghanistan. Kali ini, mereka tel",2156.0,286.0,16.0,17.875,6.3586206,0.47931033,5.0,0.0,0.0,0.0,16.0,1.0,0.0097402595,0.014378479,0.0051020407,27.0,0.012523191,0.2413793,30.069654
4891,2454,id_newspapers_2018,0,270,"Bencana banjir menerjang kawasan perkotaan di Kabupaten Cianjur, Jawa Barat Juma",1919.0,270.0,22.0,12.272727,5.911439,0.59409595,13.0,0.0,0.0,0.0,22.0,0.0,0.018238666,0.029181866,0.0067743617,48.0,0.025013028,0.17343174,98.38784
4892,2454,id_newspapers_2018,1,310,"Banjir yang terjadi di Kota Cianjur, Jawa Barat, pada Selasa (2/2) diduga diseba",2288.0,310.0,20.0,15.5,6.172524,0.52715653,16.0,0.0,0.0,0.0,20.0,0.0,0.015734266,0.019667832,0.0017482517,47.0,0.020541959,0.23961662,25.757574
4893,2455,id_newspapers_2018,1,333,Pertandingan antara Brasil dan Kosta Rika di Piala Dunia 2018 Grup E berlangsung,2400.0,333.0,31.0,10.741936,5.982196,0.5756677,15.0,0.0,0.0,1.0,32.0,0.0,0.02,0.03,0.004166667,52.0,0.021666666,0.18991098,37.96631
4894,2456,id_newspapers_2018,0,41,"Presiden Joko Widodo meresmikan Tol Gempol-Pasuruan sepanjang 20,5 kilometer. Pe",301.0,41.0,3.0,13.666667,5.9069767,0.90697676,4.0,0.0,0.0,0.0,2.0,0.0,0.019933555,0.046511628,0.009966778,7.0,0.023255814,0.11627907,82.33456
4895,2456,id_newspapers_2018,1,302,Presiden Joko Widodo (Jokowi) meresmikan pembangunan Jalan Tol Gempol-Pasuruan s,2256.0,302.0,15.0,20.133333,6.1153846,0.5,14.0,0.0,0.0,0.0,15.0,0.0,0.01285461,0.036347516,0.007535461,47.0,0.020833334,0.23076923,10.049698
4896,2457,id_newspapers_2018,0,433,PT ASDP Indonesia Ferry (Persero) mencatat sebanyak 609.099 pemudik dan 128.557 ,2905.0,433.0,32.0,13.53125,5.1688313,0.4134199,19.0,0.0,0.0,0.0,32.0,0.0,0.017555937,0.036144577,0.046815835,85.0,0.029259896,0.1969697,40.277393
4897,2457,id_newspapers_2018,1,339,"Setelah melewati lebaran 2021, Arek Suroboyo, sebutan untuk orang Surabaya, suda",2446.0,339.0,27.0,12.555555,5.740845,0.5492958,18.0,0.0,0.0,0.0,27.0,0.0,0.018397383,0.04333606,0.042109568,70.0,0.028618151,0.1915493,27.38372
4898,2458,id_newspapers_2018,0,253,Gubernur Bank Indonesia (BI) mengomentari jumlah utang luar negeri (ULN) Indones,1735.0,253.0,14.0,18.071428,5.4694657,0.5801527,17.0,0.0,0.0,0.0,14.0,0.0,0.017867435,0.054178674,0.021325648,50.0,0.028818443,0.14122137,75.537575
4899,2458,id_newspapers_2018,1,378,Bank Indonesia (BI) melaporkan bahwa utang luar negeri Indonesia mencapai Rp 4.9,2796.0,378.0,23.0,16.434782,6.1454544,0.45714286,16.0,0.0,0.0,0.0,23.0,0.0,0.013948498,0.027896997,0.011802576,53.0,0.018955652,0.21038961,24.208578
4900,2459,id_newspapers_2018,0,162,Debat pemilihan Gubernur (pilgub) dan Wakil Gubernur Jawa Barat putaran ketiga y,1177.0,162.0,11.0,14.727273,5.8915663,0.62650603,11.0,0.0,0.0,0.0,11.0,0.0,0.018691588,0.03908241,0.005097706,38.0,0.03228547,0.18072289,51.44291
4901,2459,id_newspapers_2018,1,401,Kebudayaan Sunda yang begitu kaya akan tradisi dan sejarahnya menjadi nilai buda,3015.0,401.0,21.0,19.095238,6.307882,0.4507389,20.0,0.0,0.0,0.0,21.0,0.0,0.013598673,0.015257048,0.0,54.0,0.017910447,0.2413793,19.459435
4902,2460,id_newspapers_2018,0,305,Calon Gubernur Jawa Barat Ridwan Kamil ingin menghadirkan peningkatan kualitas s,2234.0,305.0,25.0,12.2,6.071429,0.58441556,19.0,0.0,0.0,0.0,25.0,0.0,0.019695614,0.026410026,0.0022381379,60.0,0.026857654,0.17532468,96.00774
4903,2460,id_newspapers_2018,1,248,"Gubernur Jawa Barat, Ridwan Kamil alias Emil, bertekad untuk menghadirkan pemera",1831.0,248.0,16.0,15.5,6.1673307,0.5378486,11.0,0.0,0.0,0.0,16.0,0.0,0.01474604,0.024576735,0.0016384489,36.0,0.019661387,0.21115538,28.575018
4904,2461,id_newspapers_2018,0,314,"Sejumlah korban insiden tenggelamnya KM Sinar Bangun di Danau Toba, Sumatera Uta",2183.0,314.0,24.0,13.083333,5.664577,0.61442006,17.0,0.0,0.0,0.0,24.0,0.0,0.018781492,0.029775538,0.006871278,63.0,0.028859368,0.17868339,81.18433
4905,2461,id_newspapers_2018,1,343,Pencarian terhadap kapal penumpang KM Sinar Bangun yang tenggelam di perairan Da,2457.0,343.0,21.0,16.333334,5.9683,0.48126802,13.0,0.0,0.0,0.0,21.0,0.0,0.013838014,0.028897028,0.004884005,44.0,0.017908018,0.25648415,20.255434
4906,2462,id_newspapers_2018,0,225,Beberapa orang pernah merasa lapar saat tengah malam. Biasanya banyak yang lebih,1563.0,225.0,16.0,14.0625,5.79646,0.6460177,6.0,0.0,0.0,0.0,15.0,1.0,0.013435701,0.034548946,0.0019193857,29.0,0.018554064,0.17256637,103.88513
4907,2462,id_newspapers_2018,1,251,Kelaparan tengah malam seringkali membuat seseorang kebingungan mencari makanan.,1704.0,251.0,21.0,11.952381,5.6190476,0.44047618,15.0,0.0,0.0,1.0,20.0,1.0,0.02112676,0.012910798,0.0017605633,38.0,0.022300469,0.23809524,27.234306
4908,2463,id_newspapers_2018,0,129,Pelatih Nigeria Gernot Rohr melakukan tiga perubahan terhadap timnya untuk laga ,925.0,129.0,6.0,21.5,5.8646617,0.7894737,3.0,0.0,0.0,0.0,6.0,0.0,0.00972973,0.055135135,0.0151351355,17.0,0.018378379,0.15037593,152.64876
4909,2463,id_newspapers_2018,1,349,Tim nasional sepakbola Nigeria baru saja menambah kekuatan di lini depan mereka ,2473.0,349.0,20.0,17.45,5.8728814,0.55932206,17.0,0.0,0.0,0.0,20.0,0.0,0.014961585,0.027901335,0.004043672,46.0,0.01860089,0.2062147,50.105473
4910,2464,id_newspapers_2018,0,230,Komisi Uni Eropa meminta semua negara anggota untuk memberikan bantuan kepada ne,1796.0,230.0,17.0,13.529411,6.2768593,0.58677685,13.0,0.0,0.0,0.0,17.0,0.0,0.016703786,0.030623607,0.0016703786,48.0,0.026726058,0.17768595,37.603672
4911,2464,id_newspapers_2018,1,304,Komisi Eropa meminta negara-negara anggotanya untuk memberikan bantuan dan dukun,2196.0,304.0,18.0,16.88889,5.888179,0.50159746,17.0,0.0,0.0,0.0,18.0,0.0,0.01593807,0.02003643,0.0009107468,50.0,0.02276867,0.2715655,14.821457
4912,2465,id_newspapers_2018,0,201,Dua orang tahanan Polres Jakarta Timur melarikan diri dari tahanan Jumat (22/6/2,1415.0,201.0,17.0,11.823529,5.731707,0.6390244,7.0,0.0,0.0,0.0,17.0,0.0,0.016961131,0.0409894,0.013427562,40.0,0.028268551,0.16585366,49.146397
4913,2465,id_newspapers_2018,1,295,Dua tahanan Polres Jakarta Timur kabur dari sel mereka pada Kamis (26/08) pagi. ,2143.0,295.0,18.0,16.38889,6.083893,0.5302013,9.0,0.0,0.0,0.0,18.0,0.0,0.01259916,0.03453103,0.0037330845,36.0,0.01679888,0.20469798,27.2582
4914,2466,id_newspapers_2018,0,228,Laga lanjutan babak penyisihan Grup E Piala Dunia 2018 berhasil dimenangi oleh B,1474.0,228.0,11.0,20.727272,5.2207794,0.5974026,8.0,0.0,0.0,1.0,9.0,3.0,0.012211669,0.07530529,0.04816825,41.0,0.027815469,0.11255411,145.24876
4915,2466,id_newspapers_2018,1,355,Brasil berhasil mengalahkan Kosta Rika dengan skor tipis 2-0 dalam laga lanjutan,2368.0,355.0,25.0,14.2,5.363388,0.510929,12.0,0.0,1.0,0.0,24.0,1.0,0.015625,0.040962838,0.025760135,51.0,0.021537162,0.16120219,43.268764
4916,2467,id_newspapers_2018,0,234,Menteri Perhubungan Budi Karya Sumadi menanggapi kritik Wakil Ketua DPR Fadli Zo,1725.0,234.0,14.0,16.714285,6.0125523,0.6443515,19.0,0.0,0.0,0.0,14.0,0.0,0.019130435,0.027246376,0.010434783,55.0,0.03188406,0.17154811,131.36545
4917,2467,id_newspapers_2018,1,298,"Wakil Ketua Umum Partai Gerindra, Fadli Zon mendapat banyak sorotan setelah memb",2311.0,298.0,15.0,19.866667,6.5181518,0.5445545,17.0,0.0,0.0,0.0,15.0,0.0,0.013846819,0.027260926,0.0060579837,39.0,0.01687581,0.20132013,22.495855
4918,2468,id_newspapers_2018,0,217,"DEPOK--Untuk antisipasi lonjakan penduduk pendatang baru setelah mudik lebaran, ",1585.0,217.0,11.0,19.727272,5.8977776,0.5733333,8.0,0.0,0.0,0.0,11.0,0.0,0.011987382,0.05615142,0.010725552,42.0,0.026498422,0.17777778,43.07389
4919,2468,id_newspapers_2018,1,282,Dinas Kependudukan dan Pencatatan Sipil Depok memutuskan untuk menertibkan penda,2078.0,282.0,17.0,16.588236,6.140351,0.52982455,15.0,0.0,0.0,0.0,17.0,0.0,0.0153994225,0.02694899,0.0019249278,47.0,0.022617903,0.25614035,20.121231
